movie_id,embedding_json,vector_norm,item_bias,positive_user_count,updated_at
94041,"[-0.400584, -0.320029, -0.051798, 0.024963, -0.470704, -0.055935, -0.037051, -0.101121, -0.171961, 0.011204, -0.13635, 0.074075, -0.02999, 0.261553, 0.139381, 0.104582, -0.647819, 0.049325, -0.315367, -0.099924, 0.20781, -0.001547, 0.216298, 0.498319, 0.022354, 0.144684, 0.316468, -0.292145, -0.529438, -0.208973, -0.303418, -0.126818]",1.471333,-0.100301,4,2026-06-28 10:05:07.79297
94044,"[-0.096709, -0.143831, -0.01856, 0.033085, -0.242602, -0.204876, 0.159374, -0.2061, 0.250361, 0.1825, -0.231378, -0.285605, 0.008781, -0.230895, -0.203339, 0.10804, -0.470942, -0.059424, 0.145376, 0.067135, 0.345936, -0.310965, 0.307547, 0.085905, 0.396363, -0.285384, 0.599027, -0.022109, -0.239741, -0.442581, 0.078671, 0.048316]",1.402402,-0.023346,4,2026-06-28 10:05:07.79297
94061,"[-0.0061, -0.139941, -0.147864, -0.203281, -0.096813, -0.109069, 0.169585, 0.288131, 0.125814, 0.199788, -0.199863, -0.23816, -0.205602, 0.141346, -0.057853, 0.089957, 0.105753, -0.04377, 0.071828, -0.087371, -0.03225, 0.104781, -0.076342, 0.30873, 0.169589, 0.209367, 0.015206, -0.000324, -0.096058, -0.194983, -0.19996, 0.098331]",0.866448,-0.016970,1,2026-06-28 10:05:07.79297
94068,"[-0.081142, -0.248059, -0.092803, 0.185692, 0.036853, -0.220902, 0.109704, -0.050766, 0.374839, 0.112092, -0.150064, -0.121326, 0.088135, 0.151706, -0.194558, 0.030926, -0.236901, -0.075502, 0.244763, -0.149451, -0.053696, 0.003129, -0.039429, 0.327792, 0.471372, 0.0607, 0.31997, 0.061356, -0.273565, -0.092278, -0.309138, 0.025033]",1.097000,-0.090901,2,2026-06-28 10:05:07.79297
94070,"[0.414837, -0.627975, 0.237846, 0.30903, -0.862967, -0.293796, 0.49796, -0.669024, 0.936361, -0.792252, -0.602447, 0.063908, -0.689882, 1.504493, 0.167732, -1.229729, -0.26516, -1.443862, 0.505315, 0.374347, 0.288844, -1.816206, -0.088055, 0.549328, 0.139172, 0.255225, 1.36643, -0.04994, 0.652388, -0.676889, -0.116522, -0.425698]",4.203709,-1.433898,338,2026-06-28 10:05:07.79297
94074,"[0.251453, -0.361391, -0.442534, -0.01243, -0.231234, -0.089003, 0.243178, -0.296031, 0.081236, 0.212588, -0.40766, -0.039915, -0.271935, -0.046587, 0.586683, -0.512072, 0.259351, -0.432969, -0.245475, -0.196957, -0.103438, -0.140052, 0.34525, 0.384213, 0.143334, 0.001459, 0.882584, 0.090651, -0.287819, -0.306564, 0.015108, 0.656044]",1.888427,0.042255,10,2026-06-28 10:05:07.79297
94109,"[0.145642, -0.22821, -0.096395, -0.009275, 0.089783, -0.051468, 0.100297, -0.252592, 0.180499, 0.071049, -0.962142, -0.097942, -1.336519, -0.039467, 0.030065, -0.08518, -0.438382, 0.386631, 0.473128, 0.051909, -0.110574, -0.304398, 0.140609, 0.439118, 0.358859, 0.068636, 0.755726, -0.0479, 0.544075, -0.834561, -0.166958, 0.246828]",2.368561,-0.145305,13,2026-06-28 10:05:07.79297
94112,"[0.014132, -0.15357, -0.242557, 0.028899, 0.001322, -0.242502, -0.014909, -0.022066, 0.330208, 0.008751, -0.255429, -0.082403, 0.009161, -0.182248, 0.026688, -0.165173, 0.049538, -0.269174, -0.15346, 0.405819, -0.008205, 0.028767, 0.259285, 0.068446, -0.009652, 0.207559, -0.037272, -2e-05, -0.31528, -0.077419, 0.030283, -0.078994]",0.937274,-0.011781,1,2026-06-28 10:05:07.79297
94122,"[0.003901, 0.240361, -0.370736, -0.458682, -0.329319, -0.164486, 0.710528, -0.464758, 0.468186, 0.266692, -0.456226, -0.136494, -0.197832, 0.607197, 0.048701, 0.028805, -0.030429, -0.142926, 0.120345, -0.187958, 0.025908, 0.031008, 0.331891, -0.095584, 0.047302, 0.045485, 0.174348, 0.17936, 0.254957, 0.186942, -0.833061, 0.117937]",1.804692,-0.102685,6,2026-06-28 10:05:07.79297
94126,"[-0.205552, -0.370396, 0.040405, 0.309654, 0.032945, -0.249239, 0.584519, -0.02139, 0.039667, 0.282495, -0.988759, -0.826976, -0.808379, 0.189764, 0.107383, -0.467128, -0.490614, 0.414193, 0.368275, -0.088202, -0.092899, -0.490708, 0.712165, 0.635653, -0.121106, -0.266042, 1.504383, 0.203128, -0.037249, -1.186054, 0.398503, 0.467548]",3.039102,-0.774614,38,2026-06-28 10:05:07.79297
94130,"[0.344446, 0.403403, -0.652654, 0.159673, -0.79135, -0.099106, 0.13756, -0.033046, 0.860583, -0.465117, -0.705569, 0.119348, -0.791893, 0.236776, 0.184561, -0.665932, 0.361547, -0.307216, 0.119187, -0.665306, 0.121139, -0.196457, 0.579156, 0.556018, 0.12759, -0.046787, 1.034183, 0.017384, -0.385134, -0.193667, 0.013146, 0.337037]",2.605050,-0.122157,17,2026-06-28 10:05:07.79297
94150,"[-0.035556, 0.157597, -0.166626, 0.227069, -0.278816, -0.020251, 0.856758, -0.358014, 0.79925, 0.229641, -0.716913, -0.026139, -0.422569, 0.86011, 0.002729, -0.401376, -0.43434, -0.722322, 0.734067, 0.016393, 0.703769, -1.304831, -0.392817, -0.442903, 0.396146, -0.300312, 0.612233, -0.001592, 0.330522, -0.783047, -0.069289, 0.130897]",2.914719,-0.273537,33,2026-06-28 10:05:07.79297
94157,"[0.039933, -0.19721, 0.003994, 0.149728, -0.053567, -0.215557, 0.032476, 0.012284, 0.22733, 0.227711, -0.155078, -0.258185, -0.191351, 0.082901, -0.124311, 0.284861, -0.287163, 0.189402, 0.007624, -0.035205, 0.262386, -0.03266, 0.069331, 0.122676, 0.096654, -0.081098, 0.143617, -0.223083, -0.06286, -0.31517, 0.068397, -0.169488]",0.938183,-0.089855,1,2026-06-28 10:05:07.79297
94160,"[0.029637, -0.031191, -0.149598, -0.033489, -0.063192, -0.699991, 0.337884, -0.144983, 0.220412, 0.176407, -0.138885, -0.025782, -0.292641, 0.410771, -0.419233, 0.207008, 0.099339, -0.467731, 0.179209, -0.111864, -0.011017, -0.070734, 0.151754, -0.044357, 0.258367, 0.037508, 0.04577, 0.322207, 0.16807, -0.338604, -0.08994, 0.319662]",1.399211,-0.050056,3,2026-06-28 10:05:07.79297
94222,"[-0.05032, 0.073627, -0.129615, 0.079959, -0.566269, -0.192012, 0.269126, -0.0928, 0.334622, 0.021229, -0.09441, 0.214256, 0.14248, 0.386211, 0.024404, -0.109487, -0.469348, -0.171052, 0.033402, -0.189154, 0.072262, -0.256727, 0.053228, -0.139263, -0.162542, -0.021137, 0.037709, 0.028246, 0.079098, 0.087119, -0.519341, -0.085443]",1.232375,0.044451,3,2026-06-28 10:05:07.79297
94266,"[-0.271147, -0.070722, -0.39463, -0.594932, -0.471465, -0.990904, 0.327274, -0.775863, 0.351319, -0.133131, -1.058528, 0.405883, -0.688078, 0.664816, 0.138957, -0.96045, 0.232008, 0.012584, 0.579378, 0.303406, 0.519669, -1.586659, -0.446988, 0.380801, 0.420742, 0.446709, 0.652466, 0.317466, -0.750076, -0.603688, -0.537472, 0.141257]",3.396769,-0.975234,61,2026-06-28 10:05:07.79297
94271,"[-0.112947, -0.054728, -0.026919, 0.383597, -0.323407, -0.176302, -0.03849, 0.253654, 0.310125, -0.138753, 0.042164, -0.480737, -0.311463, 0.188993, -0.283451, 0.028549, -0.194359, -0.201354, -0.145985, 0.234704, 0.107031, -0.04283, -0.129634, 0.058964, 0.096811, 0.223055, -0.174288, -0.056966, -0.362088, -0.188565, 0.037361, 0.168581]",1.185258,0.010702,2,2026-06-28 10:05:07.79297
94278,"[0.098033, -0.022412, 0.25766, 0.214435, 0.246306, -0.287767, 0.050647, 0.132148, -0.16187, 0.063767, -0.890629, 0.026104, -0.222746, 0.150214, -0.031163, -0.076155, -0.149298, 0.125578, 0.218092, 0.446326, 0.103191, -0.493971, -0.519169, 0.308833, 0.160704, 0.266277, 0.618359, 0.202328, 0.252673, -0.579645, 0.166817, -0.00942]",1.743930,-0.082432,4,2026-06-28 10:05:07.79297
94280,"[0.012046, 0.19816, -0.324023, -0.02765, -0.277215, -0.233535, 0.327968, 0.274761, 0.361226, 0.10803, 0.069964, -0.113643, -0.436837, 0.074348, 0.012765, 0.042541, 0.087914, -0.433805, 0.339079, -0.279009, -0.03908, -0.110184, 0.016499, 0.2189, 0.205427, -0.157329, 0.226088, 0.217928, -0.029934, -0.419798, -0.063093, -0.100711]",1.274875,0.260349,2,2026-06-28 10:05:07.79297
94289,"[-0.320437, -0.189664, -0.229179, 0.408439, -0.357186, 0.017782, 0.210025, 0.127497, 0.024238, 0.186003, -0.290828, -0.28842, -0.237085, 0.095768, -0.383, 0.307697, -0.504109, 0.042207, -0.181968, -6e-05, 0.38938, -0.004564, 0.446381, 0.254917, 0.373842, -0.40491, -0.013745, 0.045046, -0.02602, -0.391941, -0.032801, -0.07454]",1.492552,0.166908,3,2026-06-28 10:05:07.79297
94314,"[0.248383, -0.002422, 0.235395, -0.056427, -0.105218, 0.104259, 0.294293, -0.034643, -0.178963, 0.24392, -0.278198, 0.072596, -0.209381, -0.180322, 0.052166, -0.019388, -0.094264, 0.025351, 0.03786, -0.027033, -0.066886, 0.050218, 0.120854, 0.257781, 0.005598, -0.170356, 0.145685, 0.056695, -0.230572, -0.354142, -0.18031, 0.078463]",0.924213,0.045043,1,2026-06-28 10:05:07.79297
94323,"[0.307474, -0.046554, -0.094962, -0.808902, -0.337556, -1.002523, 0.567332, -0.326491, 0.175225, 0.001125, -0.554173, -0.1246, -0.514557, 0.48371, 0.489285, -0.499984, 0.446946, 0.038137, 0.454234, -0.119262, 0.427857, -0.50307, -0.91466, 0.006906, 0.11312, -0.244335, 0.097933, 0.497171, -0.049232, -0.419381, -0.603941, 0.183576]",2.499910,-0.052757,12,2026-06-28 10:05:07.79297
94325,"[0.061764, 0.147973, -0.379986, -0.03345, -0.028261, -0.336303, 0.360422, -0.042124, 0.381482, 0.082437, -1.209125, 0.080311, -0.88803, 0.332368, 0.331264, -0.792869, 0.235707, -0.124907, 0.383145, -0.427746, 0.691858, -1.274304, -0.506531, 0.175046, 0.186756, -0.539023, 0.809673, 0.446211, -0.131307, -0.420727, -0.377422, -0.076064]",2.826347,-0.630058,27,2026-06-28 10:05:07.79297
94352,"[-0.124341, -0.441801, -0.08486, -0.034141, -0.120051, 0.054089, -0.252603, -0.277841, 0.106767, 0.137533, -0.151988, 0.094037, -0.302581, -0.159672, 0.275995, -0.114209, -0.246258, 0.203103, 0.037638, 0.072967, -0.043498, -0.091849, -0.047926, 0.336683, -0.048179, -0.145646, 0.331502, -0.276257, 0.090825, -0.136373, 0.268939, -0.008464]",1.090637,0.068504,1,2026-06-28 10:05:07.79297
94394,"[0.267984, -0.101146, 0.18603, -0.047414, 0.213066, -0.029608, 0.138985, -0.175091, 0.002097, -0.021407, -0.026496, 0.411624, 0.149512, 0.163822, 0.285795, -0.075299, 0.252789, -0.053639, -0.086544, -0.105063, 0.620415, -0.584123, -0.385594, -0.060593, 0.080132, -0.377242, -0.011018, -0.100404, 0.049296, 0.047485, -0.664324, 0.064131]",1.447453,0.142551,3,2026-06-28 10:05:07.79297
94401,"[-0.03427, -0.026563, -0.361742, -0.058495, -0.114475, -0.479059, 0.702431, -0.183258, 0.58968, -0.087237, -0.793855, -0.350882, -0.27181, 0.194041, -0.220815, -0.393778, -0.317107, 0.202992, 0.060765, -0.292977, 0.053688, -0.641907, -0.548213, 0.326017, 0.328604, -0.194466, 0.956293, 0.07068, -0.075055, -0.399272, -0.043055, 0.35261]",2.177001,-0.322676,11,2026-06-28 10:05:07.79297
94405,"[-0.094696, 0.229854, -0.000522, -0.314468, -0.341341, -0.445539, 0.691323, -0.171449, -0.363918, 0.148308, -0.916424, -0.088993, -1.731965, 1.005861, 0.794161, -0.155703, 0.562852, -0.341564, 0.474097, 0.126155, 0.222132, -1.117221, -0.058696, 0.401674, -0.581608, -0.093758, 0.441408, 0.43856, 0.465763, -0.887312, 0.178723, 0.691121]",3.322072,-0.864385,52,2026-06-28 10:05:07.79297
94410,"[-0.087673, 0.343056, -0.09349, -0.206189, -0.218895, -0.578357, 0.574142, -0.064054, 0.364932, 0.067245, -0.279963, -0.425909, 0.06462, 0.352225, -0.90472, -0.166025, -0.043123, -0.523768, -0.152203, -0.048165, 0.542432, -1.288229, -0.159806, -0.037373, 0.193299, -0.193191, 1.00458, 0.022786, -0.126333, -0.196306, -0.526683, 0.124918]",2.445167,-0.267634,16,2026-06-28 10:05:07.79297
94412,"[0.357353, 0.064822, 0.201149, 0.283655, 0.150947, -0.090264, -0.033761, -0.00112, 0.058029, 0.313052, -0.752648, -0.195516, 0.244358, 0.257317, 0.098369, -0.022447, -0.103116, -0.093792, 0.120317, 0.099975, 0.162719, -0.404274, 0.083402, 0.435098, 0.265798, 0.05933, 0.170676, 0.280651, -0.012727, 0.124046, 0.254151, -0.414435]",1.411070,-0.026931,3,2026-06-28 10:05:07.79297
94439,"[0.380895, 0.224242, -0.109424, -0.19458, -0.257559, -0.139026, 0.511408, 0.074623, 0.392621, 0.346466, -0.593266, -0.094896, -0.475887, 0.36478, 0.14673, -0.569435, 0.350208, -0.26438, 0.498891, -0.164946, 0.619861, -0.370695, -0.312716, -0.016865, -0.037463, -0.244052, -0.107503, 0.222178, -0.300812, -0.240612, -0.32908, 0.088584]",1.847490,0.033455,5,2026-06-28 10:05:07.79297
94444,"[0.069494, 0.091245, 0.25616, -0.349558, -0.030696, -0.356054, 0.398468, 0.181405, 0.361405, -0.216232, -0.110006, -0.266227, -0.557508, 0.126312, -0.152039, -0.077746, 0.632875, -0.222702, 0.093749, 0.027461, -0.048846, -0.186621, 0.493503, -0.012594, 0.112969, 0.207758, 0.228349, 0.506013, 0.198594, -0.130184, -0.281991, 0.361726]",1.583698,0.128901,3,2026-06-28 10:05:07.79297
94469,"[0.028433, -0.199008, -0.372225, -0.075076, -0.928839, -0.412822, 1.009214, -0.070523, 0.634981, 0.064147, 0.04754, -0.412543, -0.344137, 0.151788, 0.696575, -0.74467, 0.11631, -0.456637, 0.677774, -0.051159, 0.277295, -0.724517, -0.143445, 0.527141, -0.254089, -0.046364, 0.936642, 0.436536, 0.722511, -0.874896, 0.054185, -0.497673]",2.873883,-0.060554,24,2026-06-28 10:05:07.79297
94478,"[0.424119, -0.582661, 0.093728, -0.019419, 0.148934, -1.485579, 0.872612, -0.141388, 1.194799, 0.257565, -1.171157, -0.436916, -0.440174, 1.527449, -0.225064, -0.053107, 0.916561, -1.136303, 0.234937, 0.128459, 0.722427, -1.279181, 0.199216, 0.365351, 0.07459, 0.358672, 0.478076, 0.641685, 0.354903, -0.471389, -0.640012, -0.491087]",3.934925,-1.262977,100,2026-06-28 10:05:07.79297
94480,"[0.024759, 0.288246, 0.13291, -0.379406, -0.164241, -0.257862, 0.216219, -0.069737, 0.142768, -0.053619, -0.052437, 0.302233, -0.556247, 0.262748, -0.135738, 0.025979, 0.729369, -0.397362, 0.165315, 0.108833, 0.505226, -0.217949, -0.280735, -0.4414, 0.009151, -0.101725, 0.056527, 0.461224, 0.325498, -0.264559, -0.41521, 0.176848]",1.678307,0.136411,5,2026-06-28 10:05:07.79297
94482,"[0.146822, 0.138158, -0.106891, 0.659048, -0.457187, -0.341237, 0.239969, 0.385107, 0.313257, -0.012089, -0.472579, -0.496629, -0.264448, -0.13265, 0.039796, -0.273723, -0.035585, 0.254394, 0.299721, 0.204275, 0.435445, -0.120858, 0.294367, 0.631511, 0.057765, -0.10947, 0.610559, -0.009864, -0.214341, -0.937076, -0.020472, -0.081613]",1.989122,0.058119,6,2026-06-28 10:05:07.79297
94491,"[0.10993, -0.016041, -0.009359, -0.203503, 0.24233, -0.334054, 0.289167, -0.036248, 0.115186, 0.212162, -0.004165, -0.438103, -0.108133, 0.140341, 0.111704, -0.001971, 0.074274, 0.083263, -0.027132, -0.234928, 0.079865, -0.121616, -0.129691, -0.229307, 0.32555, -0.24624, 0.137306, 0.069538, 0.169013, -0.124349, -0.140693, -0.073168]",1.010753,-0.068852,1,2026-06-28 10:05:07.79297
94494,"[0.114311, 0.239128, -0.063352, -0.20398, -0.174037, -0.199966, 0.38655, -0.403462, 0.517639, -0.083051, -0.268663, 0.312599, -0.228004, 0.212346, -0.134227, -0.157256, 0.117226, 0.254701, 0.204626, 0.110457, 0.087461, -0.154584, 0.111152, 0.007785, 0.317901, 0.026589, 0.235883, 0.316825, -0.041056, -0.242334, -0.175453, 0.222742]",1.287696,0.112029,2,2026-06-28 10:05:07.79297
94496,"[0.042452, 0.059253, 0.118967, -0.37306, -0.223444, -0.046074, 0.273618, 0.030174, 0.127129, -0.069711, -0.522462, 0.050968, -0.071524, 0.035885, -0.034888, -0.082549, -0.021659, 0.153405, 0.295341, 0.315421, -0.046037, -0.408564, 0.129933, -0.024819, 0.101031, 0.293913, 0.107875, 0.387316, -0.062088, -0.428196, -0.060309, 0.332483]",1.246749,0.043844,2,2026-06-28 10:05:07.79297
94503,"[0.049922, 0.47413, -0.918682, -0.265657, -0.252998, -0.434924, 0.528852, -0.394729, 0.03408, 0.163241, -0.61133, -0.048863, -0.252318, 0.307216, -0.026266, -0.27573, 0.240284, -0.601502, 0.376905, -0.129062, 0.934929, -1.490278, -0.901927, -0.014685, 0.132227, 0.157991, 0.513425, 0.558536, -0.183126, 0.197095, -0.916006, -0.138054]",2.916277,-0.417207,21,2026-06-28 10:05:07.79297
94542,"[-0.124114, -0.376898, -0.143786, 0.12782, -0.056785, -0.278794, 0.009134, 0.250993, 0.068527, 0.2831, -0.068648, 0.070415, 0.023109, 0.215926, 0.242432, -0.015387, -0.209271, -0.07879, -0.250067, 0.219588, 0.165105, -0.068807, -0.086956, 0.328101, -0.113714, 0.170174, 0.199543, -0.250711, -0.292095, 0.195967, -0.288992, 0.117038]",1.101200,-0.022568,3,2026-06-28 10:05:07.79297
94556,"[0.081795, 0.018263, 0.05348, 0.038062, 0.240774, -0.315518, 0.162954, 0.032695, 0.395011, 0.112204, -0.138035, -0.131553, -0.520402, 0.160273, 0.468221, -0.165304, 0.078453, -0.079103, 0.350713, -0.092258, -0.301504, 0.004247, -0.176166, -0.15932, 0.045176, 0.253086, 0.237919, 0.516011, -0.219948, -0.477105, -0.194293, 0.743544]",1.578407,0.051411,5,2026-06-28 10:05:07.79297
94558,"[-0.473705, 0.377638, 0.348802, 0.058211, -0.084635, -0.154495, 0.533705, 0.21967, 0.701615, 0.511951, -0.149643, -0.339609, -0.677906, -0.246665, -0.644365, 0.498677, -0.194302, -0.23078, 0.367389, 0.163652, 0.068518, -0.368118, 0.359917, 0.955736, 0.147582, -0.015195, 0.56003, 0.647751, -0.7372, -0.218448, -0.143931, 0.133725]",2.398648,-0.375524,14,2026-06-28 10:05:07.79297
94649,"[-0.139301, 0.296039, 0.024257, -0.145074, -0.036727, -0.279789, -0.051087, -0.198676, 0.194082, -0.002885, -0.310126, 0.118616, 0.306374, 0.156528, 0.051847, -0.183209, 0.154395, 0.202414, 0.126069, -0.021889, 0.265904, -0.436619, 0.023113, 0.176826, -0.070632, 0.03244, -0.109348, 0.184245, 0.15041, -0.2101, -0.216378, 0.091286]",1.049344,0.117975,1,2026-06-28 10:05:07.79297
94659,"[0.21054, 0.575055, -0.173368, -0.038373, -0.119843, -0.414245, 0.506021, 0.066173, 0.243068, 0.00787, -0.310642, -0.09875, 0.034375, 0.232855, -0.246762, -0.207493, 0.337585, -0.355284, -0.311603, 0.266437, 0.334354, -0.087953, -0.136032, 0.027776, -0.121734, 0.215844, 0.428147, 0.430102, 0.13762, -0.042335, -0.711157, 0.026911]",1.637580,-0.117396,5,2026-06-28 10:05:07.79297
94661,"[0.238132, 0.08099, -0.244563, -0.01337, -0.248157, 0.163362, 0.352329, 0.088245, -0.071403, 0.007385, -0.354596, -0.151742, -0.445087, 0.497091, 0.274063, -0.236804, -0.126272, -0.226412, -0.115031, -0.441713, 0.260502, -0.553632, -0.202229, -0.158079, 0.263581, 0.024844, 0.015697, -0.028872, 0.060704, -0.271889, -0.14587, 0.150632]",1.407944,0.046081,3,2026-06-28 10:05:07.79297
94663,"[-0.363997, 0.406575, 0.024787, -0.353149, -0.045556, -0.363817, 0.530756, -0.307491, -0.143475, -0.129457, -0.926382, -0.045497, -0.522192, -0.088242, 0.139585, -0.22585, -0.155912, 0.212206, 0.241273, 0.201063, 0.177326, -0.751889, -0.581393, 0.335032, -0.087017, -0.031367, 0.448221, 0.317526, 0.183867, -0.325382, -0.047356, 0.367157]",1.996099,0.085061,7,2026-06-28 10:05:07.79297
94672,"[0.255574, -0.230448, 0.073006, 0.201974, 0.200438, -0.111193, 0.049393, 0.149821, -0.173101, 0.303017, -0.125962, -0.321741, 0.118347, -0.07985, 0.242483, -0.20339, 0.08397, -0.176407, 0.362378, 0.009511, 0.252989, -0.073462, 0.022647, -0.05023, 0.10272, -0.163598, 0.13734, 0.129786, -0.231596, -0.097393, 0.166328, 0.422247]",1.089864,-0.051049,1,2026-06-28 10:05:07.79297
94675,"[0.159322, -0.09159, -0.240579, -0.025178, -0.08844, -0.236519, 0.024302, -0.146712, -0.210389, 0.124745, -0.225171, 0.107444, -0.031215, -0.147807, -0.143058, -0.035042, -0.024715, -0.140887, 0.127152, -0.132981, -0.029339, -0.373028, -0.287443, 0.073371, 0.093717, -0.113434, 0.114961, 0.034595, 0.144304, -0.273132, -0.078952, 0.044854]",0.875677,-0.043062,1,2026-06-28 10:05:07.79297
94677,"[0.279748, -0.789955, -0.28288, -0.12445, -0.686503, -1.089616, 1.907294, 0.026196, 0.60761, -0.451146, -1.309013, -0.095081, -0.731096, 1.101051, -0.20808, -0.598802, 0.292935, -0.120209, 0.137963, 0.704447, 0.456685, -0.918722, 0.535576, 0.683799, 0.368651, -0.060689, 0.854631, 1.009719, -0.508778, -0.590656, 0.015981, 0.12056]",3.933619,-1.307176,131,2026-06-28 10:05:07.79297
94679,"[0.056745, 0.130256, 0.01646, -0.336106, 0.429678, -0.391436, 0.557047, 0.152423, 0.374142, -0.148017, -0.173062, 0.007237, 0.031001, 0.326311, -0.387488, 0.010961, 0.168057, 0.099348, 0.153945, 0.038134, 0.005612, 0.081619, -0.174252, 0.472627, 0.312299, -0.172074, 0.234785, 0.054588, -0.13787, -0.098683, -0.221918, 0.265375]",1.382667,0.185076,2,2026-06-28 10:05:07.79297
94735,"[0.248728, 0.56726, -0.279421, 0.27023, -0.039988, -0.564503, 0.716519, 0.033972, 0.503767, 0.200212, -0.617701, -0.163369, 0.024617, 0.784951, -0.39514, -0.057914, 0.336851, -0.401642, 0.049273, -0.082864, 0.380564, -0.002918, 0.082732, 0.032479, -0.044808, 0.123729, 0.368796, 0.528414, 0.177969, 0.004199, -0.684953, 0.23526]",2.067240,-0.053496,7,2026-06-28 10:05:07.79297
94739,"[0.051044, -0.083127, 0.009342, 0.074021, 0.300685, -0.189153, -0.052885, -0.276239, 0.289395, -0.069579, -0.255041, -0.050697, 0.071169, 0.323504, -0.137157, -0.13256, 0.079391, -0.162412, -0.135284, 0.213833, 0.22726, -0.156592, 0.256814, 0.231336, 0.035287, 0.016547, 0.49465, -0.328101, -0.112631, -0.099245, 0.436104, 0.179041]",1.188974,0.168228,2,2026-06-28 10:05:07.79297
94746,"[-0.129756, 0.594186, 0.248334, 0.03054, -0.155999, -0.106162, 0.42006, -0.074629, -0.001088, 0.189558, -0.278438, 0.221405, -1.140394, 0.393929, 0.239026, 0.078361, 0.131819, 0.038561, 0.203898, -0.319587, 0.569223, -0.47433, -0.492126, 0.116468, 0.472829, 0.103347, 0.154266, 0.222993, 0.084632, -0.463472, -0.196599, 0.574966]",2.048869,-0.022166,8,2026-06-28 10:05:07.79297
94748,"[0.017164, 0.141154, -0.202531, 0.158411, -0.635731, -0.023852, 0.042798, -0.181255, 0.113754, -0.310135, -0.130841, 0.052465, -0.217256, 0.501945, 0.431794, -0.085548, 0.096885, 0.010632, -0.23793, -0.306308, 0.315509, -0.216771, -0.337406, 0.013735, 0.196802, -0.12002, 0.175297, -0.238865, 0.125838, -0.18075, -0.117132, 0.381555]",1.384515,-0.053505,4,2026-06-28 10:05:07.79297
94752,"[0.468471, 0.086294, -0.529199, -0.147176, -0.364294, -0.149152, 0.142362, 0.233118, 0.595292, -0.193974, -0.434199, 0.808783, -0.489351, 0.528521, 0.457087, -0.119988, 0.112253, 0.045781, 0.730252, -0.218004, 0.409992, -0.739464, -0.547319, -0.100933, -0.081163, -0.518361, 0.58821, 0.060928, 0.188009, -0.290993, -0.288556, 0.903999]",2.449612,0.011389,10,2026-06-28 10:05:07.79297
94777,"[-0.229879, -0.289523, 0.472135, -0.504453, -0.623126, -0.8874, 1.539035, -0.044853, 0.876134, 0.076003, -0.779738, 0.36339, -1.278043, 1.736922, -0.114824, -0.016683, 1.00806, -0.828939, 0.144043, 0.892921, 0.274437, -1.248982, -0.043454, 0.332241, 0.249985, 0.086687, 0.864044, 1.01485, 0.580256, -0.070998, -0.532621, 0.359553]",4.148225,-1.441165,338,2026-06-28 10:05:07.79297
94780,"[0.071743, -0.626052, -0.156853, -0.641203, 0.072445, -1.083826, 1.02082, -0.262036, 0.859496, -0.123016, -0.694468, -0.223991, -1.685718, 0.962079, -0.236292, -0.444224, 0.590862, -0.024826, 0.327019, -0.472924, 0.590776, -0.883763, -0.616921, 0.046345, -0.374075, 0.330375, 1.067943, 0.267299, 0.152526, -0.444661, -1.144307, 0.789518]",3.773347,-1.083551,110,2026-06-28 10:05:07.79297
94799,"[0.259941, -0.324481, -0.226737, -0.067263, -0.303365, -0.463632, 0.612169, -0.015741, 0.808872, 0.1387, -0.963086, -0.396152, -0.742561, 0.251544, 0.026538, -0.143218, 0.11011, -0.313307, 0.001055, 0.466799, -0.322303, -0.198883, -0.017453, 0.871488, 0.126574, 0.568452, 1.093633, 0.138117, -1.043822, -0.60402, 0.07312, 0.491461]",2.791347,-0.776814,22,2026-06-28 10:05:07.79297
94803,"[0.088853, 0.431643, 0.316588, -0.252576, 0.159658, -0.261641, 0.380694, 0.096061, 0.441517, -0.073881, -0.484384, 0.008815, -0.253874, 0.104476, -0.061401, 0.308044, 0.26378, -0.256686, 0.21867, 0.134965, -0.379146, 0.194433, -0.12515, 0.098385, 0.144244, 0.180296, -0.264143, 0.532376, -0.278221, -0.093429, -0.191272, 0.223755]",1.484304,0.075802,3,2026-06-28 10:05:07.79297
94810,"[-0.238505, 0.579919, 0.22585, 0.038616, 0.012296, -0.276032, 0.372725, 0.131724, 0.308271, 0.029298, -0.709212, -0.445037, -0.751585, 0.291373, -0.554979, 0.347321, 0.182529, -0.304929, 0.543261, -0.041654, 0.272842, -0.46382, 0.064121, 0.452892, 0.326199, 0.554124, 1.324183, 0.513508, 0.059365, -0.219743, -0.050872, 0.444768]",2.481620,-0.391535,16,2026-06-28 10:05:07.79297
94813,"[0.175058, -0.228276, 0.044495, -0.189039, 0.048271, -0.49538, 0.411012, 0.183802, 0.302605, 0.099098, -0.679813, -0.223139, -0.098131, 0.512994, 0.074598, 0.075312, 0.066892, 0.01944, 0.20735, -0.221667, -0.154917, -0.156656, -0.04957, 0.184786, 0.267405, 0.230795, -0.028955, 0.41579, -0.060929, -0.625518, -0.404416, 0.179306]",1.593606,0.083833,6,2026-06-28 10:05:07.79297
